nome;nome_en;categoria;slug;immagine;immagine_thumbnail;video;popolarita
Stretching Lunge con Zavorra;Weighted Stretch Lunge;Quadricipiti;stretching-lunge-con-zavorra;https://apilyfta.com/static/GymvisualPNG/36421101-Weighted-Stretch-Lunge_Thighs.png;https://apilyfta.com/static/GymvisualPNG/36421101-Weighted-Stretch-Lunge_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/36421201-Weighted-Stretch-Lunge_Thighs.mp4;3388
Adduzione Anca da Seduto alla Macchina;Lever Seated Hip Adduction;Quadricipiti;adduzione-anca-da-seduto-alla-macchina;https://apilyfta.com/static/GymvisualPNG/05981101-Lever-Seated-Hip-Adduction_Thighs.png;https://apilyfta.com/static/GymvisualPNG/05981101-Lever-Seated-Hip-Adduction_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/05981201-Lever-Seated-Hip-Adduction_Thighs.mp4;3374
Half in Ginocchio Face Pull ai Cavi;Cable Half Kneeling Face Pull;Spalle;half-in-ginocchio-face-pull-ai-cavi;https://apilyfta.com/static/GymvisualPNG/77431101-Cable-Half-Kneeling-Face-Pull_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/77431101-Cable-Half-Kneeling-Face-Pull_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/77431201-Cable-Half-Kneeling-Face-Pull_Shoulders_.mp4;3367
EZ-bar 21s;EZ-bar 21s;Bicipiti;ez-bar-21s;https://apilyfta.com/static/GymvisualPNG/54501101-EZ-bar-21s_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/54501101-EZ-bar-21s_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/54501201-EZ-bar-21s_Upper-Arms_.mp4;3354
Calf Raise in Piedi alla Macchina;Lever Standing Calf Raise;Polpacci;calf-raise-in-piedi-alla-macchina;https://apilyfta.com/static/GymvisualPNG/06051101-Lever-Standing-Calf-Raise_Calf.png;https://apilyfta.com/static/GymvisualPNG/06051101-Lever-Standing-Calf-Raise_Calf_small.png;https://apilyfta.com/static/GymvisualMP4/06051201-Lever-Standing-Calf-Raise_Calves.mp4;3345
Hip Thrust alla Smith;Smith Hip Thrust;Anche/Glutei;hip-thrust-alla-smith;https://apilyfta.com/static/GymvisualPNG/31101101-Smith-Hip-Thrust_Hips.png;https://apilyfta.com/static/GymvisualPNG/31101101-Smith-Hip-Thrust_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/31101201-Smith-Hip-Thrust_Hips.mp4;3340
Singolo Gamba Split Squat alla Smith;Smith Single Leg Split Squat;Quadricipiti;singolo-gamba-split-squat-alla-smith;https://apilyfta.com/static/GymvisualPNG/07681101-Smith-Single-Leg-Split-Squat_thighs.png;https://apilyfta.com/static/GymvisualPNG/07681101-Smith-Single-Leg-Split-Squat_thighs_small.png;https://apilyfta.com/static/GymvisualMP4/07681201-Smith-Single-Leg-Split-Squat_Thighs_.mp4;3337
in Piedi Posteriore Delt Horizontal Row ai Cavi;Cable Standing Rear Delt Horizontal Row ;Spalle;in-piedi-posteriore-delt-horizontal-row-ai-cavi;https://apilyfta.com/static/GymvisualPNG/32321101-Cable-Standing-Rear-Delt-Horizontal-Row-(with-rope)_Shoulder.png;https://apilyfta.com/static/GymvisualPNG/32321101-Cable-Standing-Rear-Delt-Horizontal-Row-(with-rope)_Shoulder_small.png;;3322
Bicipiti Curl alla Macchina;Lever Bicep Curl;Bicipiti;bicipiti-curl-alla-macchina;https://apilyfta.com/static/GymvisualPNG/05751101-Lever-Bicep-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/05751101-Lever-Bicep-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/05751201-Lever-Bicep-Curl_Upper-Arms_.mp4;3319
Plyo Push Up;Plyo Push Up;Petto;plyo-push-up;https://apilyfta.com/static/GymvisualPNG/13061101-Plyo-Push-Up_Chest.png;https://apilyfta.com/static/GymvisualPNG/13061101-Plyo-Push-Up_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/13061201-Plyo-Push-Up_Chest_.mp4;3315
Curl Inverso con Bilanciere;Barbell Reverse Curl;Avambracci;curl-inverso-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/00801101-Barbell-Reverse-Curl_Forearm.png;https://apilyfta.com/static/GymvisualPNG/00801101-Barbell-Reverse-Curl_Forearm_small.png;https://apilyfta.com/static/GymvisualMP4/00801201-Barbell-Reverse-Curl_Forearm.mp4;3314
Sprint Lunge alla Smith;Smith Sprint Lunge;Quadricipiti;sprint-lunge-alla-smith;https://apilyfta.com/static/GymvisualPNG/07691101-Smith-Split-Squat_Thighs-FIX.png;https://apilyfta.com/static/GymvisualPNG/07691101-Smith-Split-Squat_Thighs-FIX_small.png;https://apilyfta.com/static/GymvisualMP4/07691201-Smith-Split-Squat_Thighs_.mp4;3300
Alzate Frontali ai Cavi;Cable Front Raise ;Spalle;alzate-frontali-ai-cavi;https://apilyfta.com/static/GymvisualPNG/22301101-Cable-Front-Raise-(female)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/22301101-Cable-Front-Raise-(female)_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/22301201-Cable-Front-Raise-(female)_Shoulders.mp4;3300
Distensioni Spalle alla Smith;Smith Shoulder Press;Spalle;distensioni-spalle-alla-smith;https://apilyfta.com/static/GymvisualPNG/07661101-Smith-Shoulder-Press_shoulder.png;https://apilyfta.com/static/GymvisualPNG/07661101-Smith-Shoulder-Press_shoulder_small.png;https://apilyfta.com/static/GymvisualMP4/07661201-Smith-Shoulder-Press_shoulder.mp4;3287
in Piedi Hamstrings and Schiena Stretching;Standing Hamstrings and Back Stretch;Femorali;in-piedi-hamstrings-and-schiena-stretching;https://apilyfta.com/static/GymvisualPNG/36301101-Standing-Hamstrings-and-Back-Stretch.png;https://apilyfta.com/static/GymvisualPNG/36301101-Standing-Hamstrings-and-Back-Stretch_small.png;;3280
Stacco da Terra alla Smith;Smith Deadlift;Anche/Glutei;stacco-da-terra-alla-smith;https://apilyfta.com/static/GymvisualPNG/07521101-Smith-Deadlift_Hips.png;https://apilyfta.com/static/GymvisualPNG/07521101-Smith-Deadlift_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/07521201-Smith-Deadlift_Hips.mp4;3277
Superman;Superman ;Anche/Glutei;superman;https://apilyfta.com/static/GymvisualPNG/34361101-Superman-(male)_Waist.png;https://apilyfta.com/static/GymvisualPNG/34361101-Superman-(male)_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/34361201-Superman-(male)_Waist.mp4;3275
Prono Two-One Gamba Curl alla Macchina;Lever Lying Two-One Leg Curl;Femorali;prono-two-one-gamba-curl-alla-macchina;https://apilyfta.com/static/GymvisualPNG/31951101-Lever-Lying-Two-One-Leg-Curl_Thighs.png;https://apilyfta.com/static/GymvisualPNG/31951101-Lever-Lying-Two-One-Leg-Curl_Thighs_small.png;;3264
Spalle Width Neutro Presa Pull-up;Shoulder Width Neutral Grip Pull-up;Schiena;spalle-width-neutro-presa-pull-up;https://apilyfta.com/static/GymvisualPNG/54731101-Shoulder-Width-Neutral-Grip-Pull-up_Back.png;https://apilyfta.com/static/GymvisualPNG/54731101-Shoulder-Width-Neutral-Grip-Pull-up_Back_small.png;;3262
da Seduto Twist alla Macchina;Lever Seated Twist;Addominali;da-seduto-twist-alla-macchina;https://apilyfta.com/static/GymvisualPNG/14531101-Lever-Seated-Twist_Waist.png;https://apilyfta.com/static/GymvisualPNG/14531101-Lever-Seated-Twist_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/14531201-Lever-Seated-Twist_Waist-FIX_.mp4;3258
Riding Outdoor Bicycle;Riding Outdoor Bicycle;Cardio;riding-outdoor-bicycle;https://apilyfta.com/static/GymvisualPNG/52141101-Riding-Outdoor-Bicycle_Cardio.png;https://apilyfta.com/static/GymvisualPNG/52141101-Riding-Outdoor-Bicycle_Cardio_small.png;https://apilyfta.com/static/GymvisualMP4/52141201-Riding-Outdoor-Bicycle_Cardio_.mp4;3258
Kickback Tricipiti con Manubri;Dumbbell Kickback;Tricipiti;kickback-tricipiti-con-manubri;https://apilyfta.com/static/GymvisualPNG/03331101-Dumbbell-Kickback_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/03331101-Dumbbell-Kickback_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/03331201-Dumbbell-Kickback_Upper-Arms.mp4;3257
Piegamenti;Push-up;Petto;piegamenti;https://apilyfta.com/static/GymvisualPNG/06621101-Push-up-m_Chest-FIX.png;https://apilyfta.com/static/GymvisualPNG/06621101-Push-up-m_Chest-FIX_small.png;https://apilyfta.com/static/GymvisualMP4/06621201-Push-up-m_Chest.mp4;3254
Squat Completo con Bilanciere;Barbell Full Squat ;Quadricipiti;squat-completo-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/14611101-Barbell-Full-Squat-(Back-POV).png;https://apilyfta.com/static/GymvisualPNG/14611101-Barbell-Full-Squat-(Back-POV)_small.png;https://apilyfta.com/static/GymvisualMP4/14611201-Barbell-Full-Squat-(Back-POV)_Thighs-FIX_.mp4;3254
Tuck Crunch;Tuck Crunch;Addominali;tuck-crunch;https://apilyfta.com/static/GymvisualPNG/08711101-Tuck-Crunch_waist.png;https://apilyfta.com/static/GymvisualPNG/08711101-Tuck-Crunch_waist_small.png;https://apilyfta.com/static/GymvisualMP4/08711201-Tuck-Crunch_waist.mp4;3252
Panca Declinata con Bilanciere;Barbell Decline Bench Press;Petto;panca-declinata-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/00331101-Barbell-Decline-Bench-Press_Chest-FIX.png;https://apilyfta.com/static/GymvisualPNG/00331101-Barbell-Decline-Bench-Press_Chest-FIX_small.png;https://apilyfta.com/static/GymvisualMP4/00331201-Barbell-Decline-Bench-Press_Chest-FIX_.mp4;3249
Single-arm Leaning Laterale Alzate con Manubri;Dumbbell Single-arm Leaning Lateral Raise;Spalle;single-arm-leaning-laterale-alzate-con-manubri;https://apilyfta.com/static/GymvisualPNG/24151101-Dumbbell-Single-arm-Leaning-Lateral-Raise_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/24151101-Dumbbell-Single-arm-Leaning-Lateral-Raise_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/24151201-Dumbbell-Single-arm-Leaning-Lateral-Raise-(female).mp4;3232
Pushdown ai Cavi;Cable Pushdown ;Schiena;pushdown-ai-cavi;https://apilyfta.com/static/GymvisualPNG/01991101-Cable-Pushdown-(straight-arm)-II_Back.png;https://apilyfta.com/static/GymvisualPNG/01991101-Cable-Pushdown-(straight-arm)-II_Back_small.png;https://apilyfta.com/static/GymvisualMP4/01991201-Cable-Pushdown-(straight-arm)-(VERSION-2)_Back_.mp4;3226
Curl Bicipiti in Piedi;Standing Biceps Curl;Bicipiti;curl-bicipiti-in-piedi;https://apilyfta.com/static/GymvisualPNG/04161101-Dumbbell-Standing-Biceps-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/04161101-Dumbbell-Standing-Biceps-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/04161201-Dumbbell-Standing-Biceps-Curl_Upper-Arms-FIX_.mp4;3224
in Piedi un Braccio Petto Stretching;Standing one arm chest stretch;Petto;in-piedi-un-braccio-petto-stretching;https://apilyfta.com/static/GymvisualPNG/10581101-Standing-one-arm-chest-stretch_Chest.png;https://apilyfta.com/static/GymvisualPNG/10581101-Standing-one-arm-chest-stretch_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/10581201-Standing-one-arm-chest-stretch_Chest.mp4;3218
Crunch su Panca Declinata con Zavorra;Weighted Decline Crunch;Addominali;crunch-su-panca-declinata-con-zavorra;https://apilyfta.com/static/GymvisualPNG/21301101-Weighted-Decline-Crunch_Waist.png;https://apilyfta.com/static/GymvisualPNG/21301101-Weighted-Decline-Crunch_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/21301201-Weighted-decline-crunch_Waist.mp4;3191
Trazioni Assistite con Elastico;Band Assisted Pull-Up ;Schiena;trazioni-assistite-con-elastico;https://apilyfta.com/static/GymvisualPNG/29971101-Band-Assisted-Pull-Up-(VERSION-3)_Back.png;https://apilyfta.com/static/GymvisualPNG/29971101-Band-Assisted-Pull-Up-(VERSION-3)_Back_small.png;https://apilyfta.com/static/GymvisualMP4/29971201-Band-Assisted-Pull-Up-(VERSION-3)_Back.mp4;3177
Piegamenti Inclinati;Incline Push-up;Petto;piegamenti-inclinati;https://apilyfta.com/static/GymvisualPNG/04931101-Incline-Push-up_Chest.png;https://apilyfta.com/static/GymvisualPNG/04931101-Incline-Push-up_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/04931201-Incline-Push-up_Chest.mp4;3157
Scapular Pull-Up;Scapular Pull-Up;Schiena;scapular-pull-up;https://apilyfta.com/static/GymvisualPNG/06881101-Scapular-Pull-Up_back.png;https://apilyfta.com/static/GymvisualPNG/06881101-Scapular-Pull-Up_back_small.png;https://apilyfta.com/static/GymvisualMP4/06881201-Scapular-Pull-Up_Back_.mp4;3156
Alternato Gamba Estensione alla Macchina;Lever Alternate Leg Extension;Quadricipiti;alternato-gamba-estensione-alla-macchina;https://apilyfta.com/static/GymvisualPNG/18741101-Lever-Alternate-Leg-Extension-(plate-loaded)_Thighs.png;https://apilyfta.com/static/GymvisualPNG/18741101-Lever-Alternate-Leg-Extension-(plate-loaded)_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/18741201-Lever-Alternate-Leg-Extension-(plate-loaded)_Thigh.mp4;3155
Drag Curl con Bilanciere;Barbell Drag Curl;Bicipiti;drag-curl-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/00381101-Barbell-Drag-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/00381101-Barbell-Drag-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/00381201-Barbell-Drag-Curl_Upper-Arms.mp4;3146
Curl un Braccio ai Cavi;Cable One Arm Curl;Bicipiti;curl-un-braccio-ai-cavi;https://apilyfta.com/static/GymvisualPNG/01901101-Cable-One-Arm-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/01901101-Cable-One-Arm-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/01901201-Cable-One-Arm-Curl_Upper-Arms.mp4;3134
Completo Hack Squat alla Pressa;Sled Full Hack Squat;Quadricipiti;completo-hack-squat-alla-pressa;https://apilyfta.com/static/GymvisualPNG/19921101-Sled-Full-Hack-Squat_Thighs.png;https://apilyfta.com/static/GymvisualPNG/19921101-Sled-Full-Hack-Squat_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/19921201-Sled-Full-Hack-Squat_Thighs_.mp4;3117
High Row alla Macchina;Lever High Row ;Schiena;high-row-alla-macchina;https://apilyfta.com/static/GymvisualPNG/05811101-Lever-High-Row-(plate-loaded)_Back.png;https://apilyfta.com/static/GymvisualPNG/05811101-Lever-High-Row-(plate-loaded)_Back_small.png;https://apilyfta.com/static/GymvisualMP4/05811201-Lever-High-Row-(plate-loaded)_Back.mp4;3110
Panca Inclinata ai Cavi;Cable Incline Bench Press;Petto;panca-inclinata-ai-cavi;https://apilyfta.com/static/GymvisualPNG/01691101-Cable-Incline-Bench-Press_Chest.png;https://apilyfta.com/static/GymvisualPNG/01691101-Cable-Incline-Bench-Press_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/01691201-Cable-Incline-Bench-Press_Chest_.mp4;3103
Overhead Curl;Overhead Curl;Bicipiti;overhead-curl;https://apilyfta.com/static/GymvisualPNG/16361101-Cable-Overhead-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/16361101-Cable-Overhead-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/16361201-Cable-Overhead-Curl_Upper-Arms.mp4;3097
Curl Polso un Braccio con Manubri;Dumbbell One arm Wrist Curl;Avambracci;curl-polso-un-braccio-con-manubri;https://apilyfta.com/static/GymvisualPNG/03641101-Dumbbell-One-arm-Wrist-Curl_Forearm-SFIX.png;https://apilyfta.com/static/GymvisualPNG/03641101-Dumbbell-One-arm-Wrist-Curl_Forearm-SFIX_small.png;https://apilyfta.com/static/GymvisualMP4/03641201-Dumbbell-One-arm-Wrist-Curl_Forearm.mp4;3090
in Ginocchio Push-up;Kneeling Push-up ;Petto;in-ginocchio-push-up;https://apilyfta.com/static/GymvisualPNG/32111101-Kneeling-Push-up-(male).png;https://apilyfta.com/static/GymvisualPNG/32111101-Kneeling-Push-up-(male)_small.png;https://apilyfta.com/static/GymvisualMP4/32111201-Kneeling-Push-up-(male)_Chest.mp4;3083
da Seduto Frontale Alzate;Seated Front Raise;Spalle;da-seduto-frontale-alzate;https://apilyfta.com/static/GymvisualPNG/03921101-Dumbbell-Seated-Front-Raise_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/03921101-Dumbbell-Seated-Front-Raise_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/03921201-Dumbbell-Seated-Front-Raise_Shoulders.mp4;3082
Calf Raise in Piedi alla Macchina;Lever Standing Calf Raise ;Polpacci;calf-raise-in-piedi-alla-macchina;https://apilyfta.com/static/GymvisualPNG/22111101-Lever-Standing-Calf-Raise-(female)_Calves.png;https://apilyfta.com/static/GymvisualPNG/22111101-Lever-Standing-Calf-Raise-(female)_Calves_small.png;https://apilyfta.com/static/GymvisualMP4/22111201-Lever-Standing-Calf-Raise-(female)_Calves.mp4;3077
Revers Polso Curl con Bilanciere;Barbell Revers Wrist Curl ;Avambracci;revers-polso-curl-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/00791101-Barbell-Revers-Wrist-Curl-II_Forearms.png;https://apilyfta.com/static/GymvisualPNG/00791101-Barbell-Revers-Wrist-Curl-II_Forearms_small.png;https://apilyfta.com/static/GymvisualMP4/00791201-Barbell-Revers-Wrist-Curl-II_Forearms.mp4;3072
Forward Flessione Collo Stretching;Forward Flexion Neck Stretch;Collo;forward-flessione-collo-stretching;https://apilyfta.com/static/GymvisualPNG/18361101-Forward-Flexion-Neck-Stretch_Neck.png;https://apilyfta.com/static/GymvisualPNG/18361101-Forward-Flexion-Neck-Stretch_Neck_small.png;https://apilyfta.com/static/GymvisualMP4/18361201-Forward-Flexion-Neck-Stretch_Neck_.mp4;3066
Croci in Piedi;Standing Fly;Petto;croci-in-piedi;https://apilyfta.com/static/GymvisualPNG/02271101-Cable-Standing-Fly_Chest.png;https://apilyfta.com/static/GymvisualPNG/02271101-Cable-Standing-Fly_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/02271201-Cable-Standing-Fly_Chest.mp4;3052
Suspended Row;Suspended Row;Schiena;suspended-row;https://apilyfta.com/static/GymvisualPNG/08081101-Suspended-Row_back.png;https://apilyfta.com/static/GymvisualPNG/08081101-Suspended-Row_back_small.png;https://apilyfta.com/static/GymvisualMP4/08081201-Suspended-Row_Back_.mp4;3049
Rounded Schiena Estensione;Rounded Back Extension;Anche/Glutei;rounded-schiena-estensione;https://apilyfta.com/static/GymvisualPNG/54711101-Rounded-Back-Extension_Hips.png;https://apilyfta.com/static/GymvisualPNG/54711101-Rounded-Back-Extension_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/54711201-Rounded-Back-Extension_Hips_.mp4;3030
Clock Push-Up;Clock Push-Up;Petto;clock-push-up;https://apilyfta.com/static/GymvisualPNG/02581101-Clock-Push-Up_chest.png;https://apilyfta.com/static/GymvisualPNG/02581101-Clock-Push-Up_chest_small.png;https://apilyfta.com/static/GymvisualMP4/02581201-Clock-Push-Up_Chest.mp4;2999
Tirate al Mento con Bilanciere;Barbell Upright Row ;Spalle;tirate-al-mento-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/01211101-Barbell-Upright-Row-(without-weight)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/01211101-Barbell-Upright-Row-(without-weight)_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/01211201-Barbell-Upright-Row_Shoulders_without-weight.mp4;2986
da Seduto Laterale Alzate con Manubri;Dumbbell Seated Lateral Raise ;Spalle;da-seduto-laterale-alzate-con-manubri;https://apilyfta.com/static/GymvisualPNG/03951101-Dumbbell-Seated-Lateral-Raise-II_shoulder.png;https://apilyfta.com/static/GymvisualPNG/03951101-Dumbbell-Seated-Lateral-Raise-II_shoulder_small.png;https://apilyfta.com/static/GymvisualMP4/03951201-Dumbbell-Seated-Lateral-Raise_Shoulders_.mp4;2986
Side Collo Stretching;Side Neck Stretch;Collo;side-collo-stretching;https://apilyfta.com/static/GymvisualPNG/07131101-Side-Neck-Stretch_Neck.png;https://apilyfta.com/static/GymvisualPNG/07131101-Side-Neck-Stretch_Neck_small.png;https://apilyfta.com/static/GymvisualMP4/07131201-Side-Neck-Stretch_Neck_.mp4;2976
Curl Alternato alla Macchina;Lever Alternate Biceps Curl;Bicipiti;curl-alternato-alla-macchina;https://apilyfta.com/static/GymvisualPNG/10321101-Lever-Alternate-Biceps-Curl_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/10321101-Lever-Alternate-Biceps-Curl_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/10321201-Lever-Alternate-Biceps-Curl_Upper-Arms_.mp4;2949
Muscle-up;Muscle-up ;Schiena;muscle-up;https://apilyfta.com/static/GymvisualPNG/14011101-Muscle-up-(on-vertical-bar)_Back.png;https://apilyfta.com/static/GymvisualPNG/14011101-Muscle-up-(on-vertical-bar)_Back_small.png;;2940
Anca Thrusts;Hip Thrusts;Anche/Glutei;anca-thrusts;https://apilyfta.com/static/GymvisualPNG/20721101-Hip-Thrusts_Hips-FIX.png;https://apilyfta.com/static/GymvisualPNG/20721101-Hip-Thrusts_Hips-FIX_small.png;https://apilyfta.com/static/GymvisualMP4/20721201-Hip-Thrusts_Hips_.mp4;2939
Chin-ups;Chin-ups;Schiena;chin-ups;https://apilyfta.com/static/GymvisualPNG/02531101-Chin-ups-(narrow-parallel-grip)_Back.png;https://apilyfta.com/static/GymvisualPNG/02531101-Chin-ups-(narrow-parallel-grip)_Back_small.png;https://apilyfta.com/static/GymvisualMP4/02531201-Chin-ups-(narrow-parallel-grip)_Back.mp4;2936
Piegamenti;Push-up;Petto;piegamenti;https://apilyfta.com/static/GymvisualPNG/06651101-Push-up-w_Chest.png;https://apilyfta.com/static/GymvisualPNG/06651101-Push-up-w_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/06651201-Push-up-(female)_Chest.mp4;2923
Alto Knee Skips;High Knee Skips ;Cardio;alto-knee-skips;https://apilyfta.com/static/GymvisualPNG/30911101-High-Knee-Skips-(male)_Cardio.png;https://apilyfta.com/static/GymvisualPNG/30911101-High-Knee-Skips-(male)_Cardio_small.png;https://apilyfta.com/static/GymvisualMP4/30911201-High-Knee-Skips-(male)_Cardio-FIX_.mp4;2909
Curl Dita Dietro la Schiena con Manubri;Dumbbell Behind Back Finger Curl;Avambracci;curl-dita-dietro-la-schiena-con-manubri;https://apilyfta.com/static/GymvisualPNG/16111101-Dumbbell-Behind-Back-Finger-Curl_Forearms.png;https://apilyfta.com/static/GymvisualPNG/16111101-Dumbbell-Behind-Back-Finger-Curl_Forearms_small.png;https://apilyfta.com/static/GymvisualMP4/16111201-Dumbbell-Behind-Back-Finger-Curl_Forearms.mp4;2902
Ponte Glutei con Manubri;Dumbbell Glute Bridge ;Anche/Glutei;ponte-glutei-con-manubri;https://apilyfta.com/static/GymvisualPNG/34271101-Dumbbell-Glute-Bridge-(female)_Hip.png;https://apilyfta.com/static/GymvisualPNG/34271101-Dumbbell-Glute-Bridge-(female)_Hip_small.png;https://apilyfta.com/static/GymvisualMP4/34271201-Dumbbell-Glute-Bridge-(female)_Hips_.mp4;2887
Y-raise ai Cavi;Cable Y-raise;Spalle;y-raise-ai-cavi;https://apilyfta.com/static/GymvisualPNG/33421101-Cable-Y-raise_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/33421101-Cable-Y-raise_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/33421201-Cable-Y-raise_Shoulders_.mp4;2882
Bent Over Inverso Row con Manubri;Dumbbell Bent Over Reverse Row;Schiena;bent-over-inverso-row-con-manubri;https://apilyfta.com/static/GymvisualPNG/37991101-Dumbbell-Bent-Over-Reverse-Row_Back.png;https://apilyfta.com/static/GymvisualPNG/37991101-Dumbbell-Bent-Over-Reverse-Row_Back_small.png;https://apilyfta.com/static/GymvisualMP4/37991201-Dumbbell-Bent-Over-Reverse-Row_Back.mp4;2881
Power Clean;Power Clean;Quadricipiti;power-clean;https://apilyfta.com/static/GymvisualPNG/06481101-Power-Clean_Thighs.png;https://apilyfta.com/static/GymvisualPNG/06481101-Power-Clean_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/06481201-Power-Clean_Thighs.mp4;2858
Schiena Shrug alla Smith;Smith Back Shrug;Schiena;schiena-shrug-alla-smith;https://apilyfta.com/static/GymvisualPNG/07461101-Smith-Back-Shrug_Back.png;https://apilyfta.com/static/GymvisualPNG/07461101-Smith-Back-Shrug_Back_small.png;https://apilyfta.com/static/GymvisualMP4/07461201-Smith-Back-Shrug_Back.mp4;2857
Landmine 180;Landmine 180;Addominali;landmine-180;https://apilyfta.com/static/GymvisualPNG/05621101-Landmine-180_waist.png;https://apilyfta.com/static/GymvisualPNG/05621101-Landmine-180_waist_small.png;https://apilyfta.com/static/GymvisualMP4/05621201-Landmine-180_waist.mp4;2856
twist ai Cavi;Cable twist ;Addominali;twist-ai-cavi;https://apilyfta.com/static/GymvisualPNG/08621101-Cable-twist-(up-down)_Waist.png;https://apilyfta.com/static/GymvisualPNG/08621101-Cable-twist-(up-down)_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/08621201-Cable-twist-(up-down)_Waist.mp4;2847
Curl Presa Stretta ai Cavi;Cable Close Grip Curl ;Bicipiti;curl-presa-stretta-ai-cavi;https://apilyfta.com/static/GymvisualPNG/30411101-Cable-Close-Grip-Curl-(female)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/30411101-Cable-Close-Grip-Curl-(female)_Upper-Arms_small.png;;2835
Split Squat con Manubri;Dumbbell Split Squat;Quadricipiti;split-squat-con-manubri;https://apilyfta.com/static/GymvisualPNG/29601101-Dumbbell-Split-Squat_Thighs.png;https://apilyfta.com/static/GymvisualPNG/29601101-Dumbbell-Split-Squat_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/29601201-Dumbbell-Split-Squat_Thighs.mp4;2832
Lat Machine un Braccio ai Cavi;Cable One Arm Lat Pulldown ;Schiena;lat-machine-un-braccio-ai-cavi;https://apilyfta.com/static/GymvisualPNG/35961101-Cable-One-Arm-Lat-Pulldown-(female)_back.png;https://apilyfta.com/static/GymvisualPNG/35961101-Cable-One-Arm-Lat-Pulldown-(female)_back_small.png;https://apilyfta.com/static/GymvisualMP4/35961201-Cable-One-Arm-Lat-Pulldown-(female)_back-FIX_.mp4;2831
Dritto Braccio Pullover con Manubri;Dumbbell Straight Arm Pullover ;Schiena;dritto-braccio-pullover-con-manubri;https://apilyfta.com/static/GymvisualPNG/22411101-Dumbbell-Straight-Arm-Pullover-(female)_Chest.png;https://apilyfta.com/static/GymvisualPNG/22411101-Dumbbell-Straight-Arm-Pullover-(female)_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/22411201-Dumbbell-Straight-Arm-Pullover-(female)_Chest.mp4;2827
Inclinato Row;Incline Row;Schiena;inclinato-row;https://apilyfta.com/static/GymvisualPNG/00491101-Barbell-Incline-Row_Back.png;https://apilyfta.com/static/GymvisualPNG/00491101-Barbell-Incline-Row_Back_small.png;https://apilyfta.com/static/GymvisualMP4/00491201-Barbell-Incline-Row_Back-FIX_.mp4;2812
